course_id,course_title,price,free_or_paid,num_subscribers,num_reviews,num_lectures,level,Rating,content_duration,published_timestamp_date
882488,WordPress Development For Beginners,95,paid,23572,210,20,All Levels,0.71,2,6/20/2016
47963,"Coding for Entrepreneurs: Learn Python, Django, and More.",195,paid,23412,799,251,All Levels,0.07,45,4/8/2013
63612,1 Hour JavaScript,200,paid,22999,602,18,All Levels,0.24,1,7/4/2013
787236,"Build Responsive Website Using HTML5, CSS3, JS And Bootstrap",95,paid,22623,783,73,All Levels,0.81,8,6/20/2016
534376,Get Results - Core Principles of Web Development Tricks Tips,75,paid,22355,54,26,Beginner Level,0.04,1.5,6/23/2015
579338,Learn Object Oriented Programming PHP fundamentals bootcamp,100,paid,22213,142,16,All Levels,0.78,1,8/11/2015
781532,Advanced React and Redux,140,paid,21998,3326,119,All Levels,0.8,12,3/12/2016
99826,Become A Web Developer And Seller - Build Websites With HTML,200,paid,21730,61,35,All Levels,0.36,2.5,10/5/2013
808622,AngularJS Authentication: Secure Your App with Auth0,0,free,21689,1080,13,Beginner Level,0.86,1,4/1/2016
756914,MongooseJS Essentials - Learn MongoDB for Node.js,0,free,21682,1106,8,Beginner Level,0.01,0.733333333,3/12/2016
30243,Mastering HTML5 Programming - The Easier Way,75,paid,21653,138,35,All Levels,0.55,7,1/7/2013
701634,ExpressJS Fundamentals,0,free,21245,914,9,All Levels,0.19,1,1/11/2016
357726,Spring Framework 4 And Dependency Injection For Beginners,0,free,21147,1220,16,Beginner Level,0.74,1.5,1/16/2015
197828,Learn to Setup Websites from Scratch,0,free,21087,154,24,Intermediate Level,0.14,3.5,4/14/2014
382786,Sass Workflow,0,free,20890,945,21,Beginner Level,0.22,3,2/6/2015
806922,The Complete ASP.NET MVC 5 Course,190,paid,20652,6357,138,Beginner Level,0.63,7.5,5/16/2016
766592,HTML Complete Course - Beginner to Expert,0,free,20073,615,28,Intermediate Level,0.03,1.5,2/29/2016
162274,Joomla 3 - The Basics,0,free,19909,411,17,All Levels,0.46,3,2/12/2014
714724,Docker Technologies for DevOps and Developers,30,paid,19210,3137,44,All Levels,0.57,3,8/29/2016
231176,Learn To Build Beautiful HTML5 And CSS3 Websites In 1 Month,50,paid,18818,407,80,Beginner Level,0.89,11,6/3/2014
445534,Learn AngularJS Step By Step,20,paid,18777,1112,21,Beginner Level,0.88,1.5,7/7/2015
297390,Joomla: Create a Joomla Website This Weekend With NO CODING!,0,free,18496,386,30,All Levels,0.34,2,10/6/2014
64605,1 Hour CSS,100,paid,18324,333,16,All Levels,0.66,1,7/9/2013
79154,Back to School Web Development and Programming Bundle,200,paid,18170,117,779,All Levels,0.4,44.5,8/19/2013
99986,Introduction to Web Development,20,paid,18143,159,15,All Levels,0.67,2,10/4/2013
582636,Bootstrap unleash the power faster & easier web development,150,paid,18101,88,68,All Levels,0.74,5.5,8/14/2015
652438,The Complete PHP CodeIgniter Course: Beginner To Advanced,195,paid,17895,212,30,Beginner Level,0.59,4,12/29/2015
164554,AngularJS JumpStart with Dan Wahlin,75,paid,17802,2144,113,Beginner Level,0.02,10,3/24/2014
1107524,The Complete NodeJS Course: Build a Full Business Rating App,195,paid,17784,260,61,Beginner Level,0.48,12.5,2/13/2017
963412,Building Websites JavaScript and the DOM,120,paid,17759,64,37,All Levels,0.14,3,9/26/2016
391546,Learn Python and Django: Payment Processing,70,paid,17714,198,23,All Levels,0.11,3.5,2/9/2015
995016,Vue JS 2 - The Complete Guide (incl. Vue Router & Vuex),190,paid,17671,4675,329,Intermediate Level,0.53,18,11/8/2016
516062,JavaScript Intro to learning JavaScript web programming,20,paid,17554,94,16,All Levels,0.11,1.5,6/1/2015
639654,How to Make a Single Page Website for Freelancers & Agencies,0,free,17463,283,30,All Levels,0.18,1.5,10/15/2015
383204,The Professional Ruby on Rails Developer,100,paid,17334,676,96,All Levels,0.45,17,2/23/2015
833442,Angular (Angular 2 or 4) & NodeJS - The MEAN Stack Guide,150,paid,17297,3166,111,Expert Level,0.15,8.5,5/2/2016
30318,Learning JavaScript Programming Tutorial. A Definitive Guide,50,paid,17113,380,93,Beginner Level,0.24,9.5,11/26/2012
173134,Adobe Flash for Beginners - Build Flash Website From Scratch,200,paid,17071,17,15,Intermediate Level,0.76,1.5,3/1/2014
983534,Try AngularJS: Beginner's Guide to Front End Web Development,50,paid,16926,126,33,Beginner Level,0.61,4.5,10/13/2016
1078522,React JS and Redux - Mastering Web Apps,60,paid,16829,820,77,All Levels,0.76,5,1/19/2017
701636,Learn Web Scraping with Node.js,75,paid,16731,137,10,All Levels,0.66,1,12/29/2015
648118,JavaScript Rockstar How to create Incredible Useful code,75,paid,16590,51,27,All Levels,0.26,2.5,10/29/2015
188692,Build a Responsive Website with a Modern Flat Design,0,free,16527,354,17,All Levels,0.68,2,3/26/2014
50522,Become Exceptional in HTML and HTML5,20,paid,16486,86,34,Beginner Level,0.24,6.5,3/21/2014
874166,Angular 2 Crash Course with TypeScript,100,paid,16409,589,74,Intermediate Level,0.71,4,6/14/2016
993754,Django Core | A Reference Guide to Core Django Concepts,195,paid,16282,303,159,Beginner Level,0.35,18.5,10/29/2016
64422,1 Hour HTML,200,paid,16212,514,20,Beginner Level,0.34,1,7/9/2013
1171966,The Complete PHP MySQL Professional Course with 5 Projects,200,paid,16158,159,125,All Levels,0.71,19.5,6/7/2017
556922,Learn Ruby on Rails: Stripe Payment Processing,40,paid,15724,33,29,Beginner Level,0.44,1.5,11/2/2016
364616,Learn how to quickly build websites using Wordpress,0,free,15715,406,28,All Levels,0.12,3.5,12/18/2014
212374,Introduction to CSS Development,0,free,15493,415,25,All Levels,0.56,2,8/18/2014
340844,Learn HTML & CSS: How To Start Your Web Development Career,0,free,15462,689,60,Beginner Level,0.88,4.5,9/29/2015
1146014,Learn JavaScript for beginners,200,paid,15276,167,19,All Levels,0.58,1.5,3/16/2017
23742,Servlets and JSPs Tutorial: Learn Web Applications With Java,35,paid,15187,970,64,All Levels,0.12,10,9/10/2012
128950,Learn to Build Websites using Twitter Bootstrap,0,free,15134,523,12,Beginner Level,0.8,2.5,4/14/2014
654680,JavaScript Tricks how to create code projects from scratch,75,paid,15106,31,16,Beginner Level,0.47,1.5,10/29/2015
309820,ASP.Net MVC Quick Start,0,free,15092,1234,65,All Levels,0.73,5.5,8/23/2016
283014,HTML 5: How I made websites in HTML5,135,paid,15064,237,15,All Levels,0.5,1.5,10/23/2014
1027342,Rapid Website Design with Bootstrap,200,paid,14842,131,17,All Levels,0.88,1,12/2/2016
427530,Learn  Bootstrap Development By Building 10 Projects,60,paid,14813,1358,74,Beginner Level,0.15,13.5,2/23/2015
269638,Codeigniter: How to use Codeigniter that drives knowledge,150,paid,14606,235,21,Intermediate Level,0.48,3,7/29/2014
34882,Creating an MP3 Player with HTML5,20,paid,14551,169,14,Beginner Level,0.15,1.5,1/31/2013
574876,Get started Creating Websites Everything you need provided,100,paid,14260,44,43,Beginner Level,0.25,3,9/25/2015
499632,Benefits of Thinking Mobile First Future of Website Design,75,paid,14254,27,20,All Levels,0.3,1.5,5/13/2015
778112,HTML5 canvas Bootcamp for beginners 25 easy steps,120,paid,14118,30,27,All Levels,0.64,2,3/1/2016
390866,The Complete Web Developer Bootcamp - Beginner to Expert,190,paid,14103,1548,197,All Levels,0.78,21.5,1/19/2015
94428,Learn Complete Web Development From Scratch,40,paid,14074,106,46,All Levels,0.66,12,10/23/2013
628222,How to Make an Online Portfolio Website from Scratch,0,free,14026,232,25,All Levels,0.66,1,10/2/2015
269006,Learn Html5 & CSS3 from scratch,20,paid,13960,239,19,All Levels,0.4,2.5,7/26/2014
958750,Web Design Creating websites from scratch,75,paid,13920,64,28,All Levels,0.41,2,9/19/2016
566248,jQuery Fundamentals Powerful Bootcamp for beginners,150,paid,13882,63,47,Beginner Level,0.74,3,8/4/2015
881210,Learn Complete WordPress for Building a Professional Sites,80,paid,13708,92,62,All Levels,0.78,9,6/23/2016
884946,Code a 'Coming Soon' Landing Page in Bootstrap 4,0,free,13535,473,18,Beginner Level,0.87,1.5,8/17/2016
1165096,Vue JS - Mastering Web Apps,80,paid,13457,215,69,All Levels,0.21,4.5,4/6/2017
520116,The Complete WordPress Website Business Course,150,paid,13439,1981,89,Beginner Level,0.11,20.5,11/1/2016
563248,JavaScript Step by Step how to apply it to your web pages,100,paid,13406,78,44,All Levels,0.54,1.5,7/26/2015
226534,WordPress Backup And Restore Fundamentals,0,free,13242,131,24,All Levels,0.74,1,6/24/2014
1023062,Serverless Architecture on Amazon Web Services,0,free,13210,978,8,Beginner Level,0.54,0.55,11/30/2016
778084,Ruby on Rails a Beginners Guide,0,free,13130,346,88,Beginner Level,0.62,6.5,3/18/2016
752706,Write quicker HTML5 and CSS 3; productivity hacks with emmet,0,free,13016,286,15,Intermediate Level,0.24,1.5,3/3/2016
861624,ES6 Javascript: The Complete Developer's Guide,80,paid,13010,2709,68,All Levels,0.41,6.5,7/12/2016
382856,Create Startup Landing Page with Viral Marketing Strategies,0,free,12974,120,13,Beginner Level,0.15,1,1/3/2015
939962,"Learn SVG Animation - With HTML, CSS & Javascript",65,paid,12953,680,22,All Levels,0.15,1.5,9/12/2016
646056,How to Make a Video Blog Website From Scratch w/ Wordpress,0,free,12952,163,22,All Levels,0.24,1,10/21/2015
917724,Learn JavaScript for Web Development,75,paid,12893,220,95,Beginner Level,0.1,8.5,10/12/2016
682484,Create a Website from Scratch using HTML CSS step by step,75,paid,12882,95,20,All Levels,0.74,1.5,11/27/2015
101864,Programming for Entrepreneurs - JavaScript,200,paid,12873,106,38,Beginner Level,0.48,2.5,11/11/2013
788514,Learn to use JSON,150,paid,12838,96,22,Intermediate Level,0.85,1.5,3/11/2016
1049092,React JS - Build real world JS apps & deploy on cloud,175,paid,12815,262,53,All Levels,0.52,8.5,2/12/2017
732556,PHP: Complete Registration and Login with Email Verification,20,paid,12781,145,22,Intermediate Level,0.96,2.5,1/27/2016
561136,Responsive Design with NEW Materialize,75,paid,12629,88,36,Beginner Level,0.99,1.5,7/23/2015
188828,Web Hosting Set Up and WordPress Installation For Beginners,0,free,12563,239,11,All Levels,0.18,0.566666667,4/9/2014
8325,HTML Tutorial: HTML & CSS for Beginners,20,paid,12458,253,82,Beginner Level,0.76,4,9/9/2011
657734,Complete AJAX Course: Learn AJAX Techniques Using Bootstrap,195,paid,12368,89,26,Intermediate Level,0.14,3.5,11/13/2015
1247828,Angular 4 (2+) Crash Course for Beginners,120,paid,12366,506,120,Beginner Level,0.2,9,6/23/2017
777654,Learn what's new in PHP 7,0,free,12336,271,26,Beginner Level,0.96,3.5,4/4/2016
217010,Website Secrets: Get a Gorgeous Website on the Cheap,50,paid,12328,15,32,All Levels,0.89,2,7/4/2014
370752,How to Make a Wordpress Website 2017,0,free,12293,235,18,Beginner Level,0.49,3,1/14/2015
890810,Practical Understanding of PHP and MySQL,0,free,12201,217,24,All Levels,0.81,5.5,7/6/2016
113706,Build Flat Responsive Website from Scratch - Complete Course,35,paid,12105,144,54,Beginner Level,0.15,7.5,12/4/2013
723522,PHP Fundamentals - Start Earning The Top Dollars You Deserve,195,paid,12068,81,12,Intermediate Level,0.74,1.5,4/5/2016
746014,The Complete Sass & SCSS Course: From Beginner to Advanced,195,paid,12021,660,41,All Levels,0.3,4,2/24/2016
560996,You can create Incredible Websites with HTML CSS learn how,100,paid,11892,50,28,Intermediate Level,0.82,2.5,9/12/2015
26845,Advanced HTML5 Tutorial for Web Developers,50,paid,11847,57,57,All Levels,0.18,7.5,10/17/2012
822444,Python and Django Full Stack Web Developer Bootcamp,200,paid,11832,1883,191,Beginner Level,0.29,31.5,2/24/2017
563668,Learn how to create a WordPress theme using Pinegrow,0,free,11812,152,19,All Levels,0.41,2,7/27/2015
540724,How To Setup Web Hosting,0,free,11758,242,8,Beginner Level,0.24,1,7/15/2015
596192,PSD To a Creative Landing Page Using Twitter Bootstrap 3,0,free,11666,546,20,All Levels,0.55,4,4/7/2016
77642,Learn HTML 5 in 1 hour,100,paid,11643,169,21,All Levels,0.93,1,8/12/2013
696016,HTML CSS Easy steps to create a web template from scratch,200,paid,11574,78,15,All Levels,0.7,1,12/14/2015
920544,React Redux React-Router: From Beginner to Paid Professional,20,paid,11536,876,60,All Levels,0.95,6.5,8/25/2016
699618,Learn HTML And CSS From Scratch,0,free,11533,240,18,Beginner Level,0.21,2,2/19/2016
789324,Complete Web Development Course + Building 5 Websites!,200,paid,11492,174,118,All Levels,0.35,24.5,3/21/2016
945978,Ultimate Angular 4 (previously Angular 2) with Bootstrap 4,50,paid,11384,1846,80,Beginner Level,0.22,5.5,9/19/2016
460056,Learn the Basics of Programming for Marketers,55,paid,11339,43,26,All Levels,0.47,3.5,4/21/2015
1052304,JavaScript For Beginners : Learn JavaScript From Scratch,195,paid,11285,102,77,Intermediate Level,0.3,5.5,2/7/2017
379722,jQuery Crash Course: Learn the Essentials of jQuery Fast,50,paid,11262,142,18,Beginner Level,0.55,2,1/7/2015
736940,Practical CSS Website Development: Crash Course,95,paid,11170,35,19,Beginner Level,0.11,2.5,2/2/2016
241590,Make a professional website - 30 Day Guarantee. Discounted!,20,paid,11167,34,13,Beginner Level,0.68,2,6/23/2014
294408,Learn to Make an Animated Image Gallery using HTML5,0,free,11080,165,7,All Levels,0.19,1,11/20/2014
142666,Improved SEO with Rich Snippets and MicroData,0,free,11026,228,13,Beginner Level,0.8,1,6/9/2014
615106,Ultimate guide to Social Media Web development integration,200,paid,11011,13,36,All Levels,0.94,2.5,9/20/2015
1000574,The Complete Developers Guide to MongoDB,150,paid,10945,1286,129,All Levels,0.16,13.5,11/15/2016
394832,Fun and creative web engineering with Python and Web2py,0,free,10917,319,25,All Levels,0.18,2,6/9/2015
113518,CSS and CSS3 For Absolute Beginners,75,paid,10890,212,33,All Levels,0.1,5,11/1/2013
701570,Build Real World Websites from Scratch using HTML5 and CSS3,195,paid,10874,114,59,All Levels,0.34,7.5,1/25/2016
729552,JavaScript for Beginners Welcome to learning JavaScript,50,paid,10864,63,26,Beginner Level,0.84,2,2/1/2016
708674,Master WordPress Plugins: Shortcodes Ultimate - The Basics,0,free,10780,110,19,All Levels,0.66,1,1/14/2016
149042,JavaScript for Absolute Beginners,20,paid,10689,394,17,All Levels,0.32,2,1/21/2014
1017116,Get to know HTML Learn HTML Basics,200,paid,10674,102,26,Beginner Level,0.11,2,11/22/2016
158934,Code a personal splash page in 1 hour,20,paid,10610,83,10,All Levels,0.21,1,2/12/2014
266252,Projects in PHP and MySQL,60,paid,10606,570,88,Beginner Level,0.76,23,7/25/2014
609992,HTML CSS: Essential steps to learn HTML CSS,145,paid,10576,154,23,Beginner Level,0.75,2.5,11/11/2015
559512,The Complete HTML5 & CSS3 Course Build Professional Websites,195,paid,10518,129,57,All Levels,0.93,4.5,8/11/2015
587902,Core HTML How to get online quickly HTML to HTML5,90,paid,10394,33,34,Beginner Level,0.88,3.5,8/21/2015
176432,HTML5 Essentials for Beginners,20,paid,10247,200,15,Beginner Level,0.24,1.5,3/14/2014
763774,JavaScript Game Development: Create Your Own Breakout Game,0,free,10179,314,21,All Levels,0.15,1.5,9/26/2016
582392,JavaScript Basics Web Development Building Blocks,95,paid,10179,68,17,Beginner Level,0.81,1.5,8/14/2015
481002,Learn Nodejs by building 12 projects,50,paid,10150,997,90,Beginner Level,0.5,16,4/22/2015
155640,Building a Search Engine in PHP & MySQL,0,free,10110,379,12,All Levels,0.66,2.5,2/3/2014
752658,PHP: Ultimate guide to PHP for everyone,115,paid,10103,75,20,All Levels,0.93,1.5,5/29/2016
922600,CSS Web Development Crash Course,20,paid,10008,53,26,All Levels,0.53,2.5,12/1/2016
1093734,HTML5 and CSS3 for beginners: Create a Website from Scratch,200,paid,9945,101,43,Intermediate Level,0.76,2,2/17/2017
30240,The Ultimate Web Development Course,50,paid,9881,329,136,Intermediate Level,0.28,12,8/25/2013
212376,Getting Started as a Web Developer,0,free,9833,241,15,Expert Level,0.64,1,8/16/2014
978852,Beginning Web development Learn the basics of HTML,95,paid,9832,71,59,All Levels,0.34,2,1/6/2017
1017568,The Complete PHP Bootcamp Course With Video Sharing Project,195,paid,9831,56,74,Intermediate Level,1,14.5,3/21/2017
465870,Beginning Oracle WebLogic for Administrators,0,free,9786,989,7,Beginner Level,0.14,0.7,4/15/2015
991290,Dynamic JavaScript Master Class AJAX JSON Simple APIs,200,paid,9773,117,65,Beginner Level,0.47,4.5,10/24/2016
992114,"Build A Complete CRUD Application With PHP, MYSQL & JQUERY",20,paid,9762,94,112,Intermediate Level,0.13,13.5,11/1/2016
482834,HTML5 for beginners,195,paid,9687,59,59,Beginner Level,0.32,5,4/24/2015
669270,JQuery Essentials core training for Dynamic Interactive web,100,paid,9668,38,52,All Levels,0.58,4,11/20/2015
991630,Try Django 1.10 | Create a URL Shortening Service,50,paid,9607,78,40,All Levels,0.17,5.5,10/24/2016
629088,Code your first Website using HTML & CSS: Project Learning,20,paid,9554,368,16,Intermediate Level,0.8,1.5,10/28/2015
920306,Web Site for Beginners - Learn Web Building like knitting,20,paid,9425,147,14,All Levels,0.67,1.5,8/10/2016
575880,The Complete Wordpress Course - Build Your Own Website Today,195,paid,9421,73,36,Beginner Level,0.34,3.5,8/25/2015
647442,Successful website creation - everything you need to know,150,paid,9384,21,16,All Levels,0.76,1.5,10/22/2015
316704,Introductory JavaScript Made Easy Training Tutorial,20,paid,9381,138,131,Beginner Level,0.8,11,10/15/2014
134144,Ruby on Rails: Training and Skills to Build Web Applications,95,paid,9375,219,43,Intermediate Level,0.38,7,1/10/2014
336938,Learn How To Build a Web Application Without Coding,0,free,9364,311,10,All Levels,0.28,0.533333333,3/4/2015
924704,Ultimate Web Developer Course Build 10 Websites from Scratch,200,paid,9359,110,402,Intermediate Level,0.07,32.5,10/10/2016
260756,The Essential Web Developer Course - Build 12 Websites,200,paid,9355,390,177,All Levels,0.94,16.5,11/2/2015
704732,Learn and Earn with HTML & CSS,20,paid,9349,206,69,Intermediate Level,0.81,4,3/11/2016
673420,HTML CSS JavaScript: Most popular ways to code HTML CSS JS,170,paid,9332,172,33,All Levels,0.04,3.5,11/18/2015
947098,Understanding TypeScript,110,paid,9132,1560,137,All Levels,0.18,7,9/12/2016
295843,Introduction to Laravel 4,0,free,9110,411,22,All Levels,0.73,2.5,9/12/2014
318638,Projects In JavaScript & JQuery,60,paid,9109,620,50,All Levels,0.28,9,10/16/2014
246154,Web Design for Beginners: Real World Coding in HTML & CSS,100,paid,9103,1724,58,Beginner Level,0.23,9,9/22/2014
1073793,Start Writing JavaScript Today - Beginner JavaScript Course,100,paid,9067,41,27,All Levels,0.89,3,3/8/2017
752432,How to Create a Website Without Coding - WordPress 2016,195,paid,9056,96,31,All Levels,0.92,1.5,2/4/2016
566910,How to Launch Your Own Website Builder Service,20,paid,9028,87,12,All Levels,0.78,1.5,7/28/2015
778226,Building HTML5 Canvas projects from scratch,100,paid,8968,35,25,Beginner Level,0.78,2,3/3/2016
1039062,Webpack 2: The Complete Developer's Guide,75,paid,8964,1893,56,Beginner Level,0.58,5.5,1/3/2017
197836,Projects in HTML5,60,paid,8777,206,75,All Levels,0.79,15.5,6/17/2014
599532,How to Set Up a Self-Hosted Wordpress Website in 30 Minutes,0,free,8770,261,13,All Levels,0.62,0.533333333,9/20/2015
1033944,Serverless Workflow Management with AWS Step Functions,0,free,8768,173,8,All Levels,0.87,1,12/9/2016
82778,All about NodeJS,50,paid,8755,931,133,All Levels,0.12,15.5,12/19/2014
629082,Discover HTML Essential guide to HTML how to create webpages,85,paid,8711,44,22,All Levels,0.04,1.5,10/17/2015
944906,WordPress Plugins and Widgets,40,paid,8711,29,12,All Levels,0.96,1,9/9/2016
1158572,Learn Angular 4 from Scratch,0,free,8693,522,11,All Levels,0.24,1.5,5/2/2017
671552,React and Flux Web Development for Beginners,100,paid,8691,836,63,All Levels,0.69,11,12/15/2015
797038,Learn jQuery by Example Course,170,paid,8625,94,73,All Levels,0.98,5,4/23/2016
856490,Interaction Design Specialist For Web Developers,95,paid,8594,37,18,Beginner Level,0.77,2,7/4/2016
59535,HTML for Beginners,0,free,8592,336,35,Beginner Level,0.8,2.5,7/20/2013
570416,JSON Faster Sleeker & Easier Discover the benefits learn it,200,paid,8577,69,31,All Levels,0.22,1.5,8/12/2015
758582,PHP with Laravel for beginners - Become a Master in Laravel,150,paid,8496,1838,308,All Levels,0.93,29.5,4/21/2016
169144,How to easily Manage your WordPress Website,20,paid,8462,50,21,Beginner Level,0.68,2,2/20/2014
264790,How to Install WordPress From Scratch,0,free,8415,56,13,All Levels,0.66,1,7/19/2014
212624,Introduction to HTML,0,free,8371,212,18,All Levels,0.78,1.5,8/30/2014
311538,Foundations of Front-End Web Development,0,free,8337,300,129,All Levels,0.53,20.5,12/12/2014
639848,PHP Graphic Techniques: CAPTCHA/ Create a verification code,20,paid,8320,73,11,All Levels,0.3,0.716666667,10/14/2015
641868,The Docker for DevOps course: From development to production,25,paid,8234,1111,110,All Levels,0.78,7.5,11/13/2015
674646,PHP Essential How to create build Amazing websites with PHP,75,paid,8067,30,44,All Levels,0.24,3.5,11/26/2015
906700,Sass: From Beginner to Advanced,40,paid,8059,231,39,All Levels,0.05,2,7/21/2016
1090870,Complete WooCommerce Plugin Tutorial For Wordpress 2017,0,free,7922,183,16,Beginner Level,0.69,1.5,1/27/2017
