course_id	course_title	price	free_or_paid	num_subscribers	num_reviews	num_lectures	level	rating	content_duration	published_timestamp_date	subject	revenue
1046992	Forex & Financial Market Trading Tutorial- Online Strategies	0	Free	3137	30	69	Expert Level	0.96	9	4/12/2017	business	0
1047408	Easy Coloring Book Design	25	paid	0	0	9	Beginner Level	0.76	0.58	12/22/2016	graphics_design	0
1047436	How to Draw and Sketch for Beginners	150	paid	1360	175	79	Beginner Level	0.95	9	1/25/2017	graphics_design	204000
1047508	Make yourself a Santa Claus: Photoshop Manipulation	0	free	2665	20	8	Intermediate Level	0.78	0.57	12/22/2016	graphics_design	0
1047750	Photoshop CC Training - Creating Fantastic Album Cover Art	50	paid	1	0	8	Beginner Level	0.95	1	12/21/2016	graphics_design	50
1047968	Vue JS 2: From Beginner to Professional	145	paid	602	93	214	Beginner Level	0.34	15.5	12/28/2016	web_development	87290
1048182	Coach Guitar - Apprendre la GUITARE facile avec des COULEURS	50	paid	25	1	321	Beginner Level	0.15	3.5	12/27/2016	music	1250
1048188	Modern Country Guitar: Technique Booster	30	paid	1152	16	42	Beginner Level	0.35	2.5	1/26/2017	music	34560
1048302	Learn Travis Picking From Scratch	40	paid	219	30	25	All Levels	0.02	1.5	1/1/2017	music	8760
1048496	"SAP Crystal Reports:Master-Detail,Cross-Tab,Sub-Reports"	50	Paid	13	1	9	All Levels	0.23	2	12/26/2016	business	650
1049092	React JS - Build real world JS apps & deploy on cloud	175	paid	12815	262	53	All Levels	0.52	8.5	2/12/2017	web_development	2242625
1049344	How to Start a WordPress Blog - Complete Beginners Guide!	0	free	3784	85	32	Intermediate Level	0.13	2	1/2/2017	web_development	0
1049760	Promotional Design Master Class	50	paid	14	2	26	Intermediate Level	0.94	2	12/24/2016	graphics_design	700
1050168	Forex Trading : Power Of Moving Averages	200	Paid	100	24	33	Beginner Level	0.78	4	1/2/2017	business	20000
1050632	"Complete Web Development with HTML, CSS and Javascript"	0	free	2097	16	10	All Levels	0.99	2	6/27/2017	web_development	0
1051430	Intermediate Accounting 1: Easy. Fast. Simple!	200	Paid	90	12	35	Intermediate Level	0.96	2.5	12/29/2016	business	18000
1051570	Transfer Pricing A Complete Analysis	50	Paid	1852	3	14	Beginner Level	0.99	2.5	12/28/2016	business	92600
1051672	Learn PHP from scratch!!	25	paid	1908	12	17	All Levels	0.8	1.5	4/28/2017	web_development	47700
1051856	Classical Guitar Essentials - The Basics Part 2	95	paid	1030	1	44	Intermediate Level	0.47	4.5	3/3/2017	music	97850
1052118	Dissecting Ruby on Rails 5 - Become a Professional Developer	195	paid	2804	418	212	All Levels	0.92	37.5	2/7/2017	web_development	546780
1052180	"How to play 'Electric Guitar"",https://www.udemy.com/electric-guitar-beginners-method/,true,50,1105,5,20,Beginner Level,2 hours,2016-12-29T00:24:06Z 42038,Learn Piano Today: How to Play Piano Course in Quick Lessons"""	100	paid	6271	68	75	All Levels	0.14	5	6/27/2013	music	627100
1052304	JavaScript For Beginners : Learn JavaScript From Scratch	195	paid	11285	102	77	Intermediate Level	0.3	5.5	2/7/2017	web_development	2200575
1052304	JavaScript For Beginners : Learn JavaScript From Scratch	195	paid	11285	102	77	Intermediate Level	0.92	5.5	2/7/2017	web_development	2200575
1052518	Master the Art of Web Design with HTML & CSS	145	paid	550	15	59	Beginner Level	0.92	3	12/28/2016	web_development	79750
1053272	The Financial Analyst Skills Training (FAST) course 2017	100	Paid	589	31	138	All Levels	0.96	10	1/2/2017	business	58900
1053406	Java Web Services Part 2	20	paid	959	51	74	Beginner Level	0.89	3	1/12/2017	web_development	19180
1053462	Management Accounting A Complete Study	150	Paid	133	3	158	All Levels	0.96	17.5	12/29/2016	business	19950
105350	Play Piano Today - Easy Festive Favorites & Piano Party Hits	75	paid	3122	6	80	Beginner Level	0.11	4	10/27/2013	music	234150
1054814	Learn to Create Responsive Layouts in 30 Minutes	0	free	5301	174	6	Beginner Level	0.58	0.5	1/17/2017	web_development	0
1055322	Learn Laravel PHP Framework Building Multi User SEO Blog APP	100	paid	557	92	133	All Levels	0.15	9.5	1/4/2017	web_development	55700
1055424	Stencil - Simple Graphic Design For Entrepreneurs	95	paid	11	0	10	All Levels	0.94	1	1/3/2017	graphics_design	1045
1056242	Practical Accounts Training A	35	Paid	2	0	127	All Levels	0.97	31.5	1/18/2017	business	70
1056848	Joomla for Beginners - Learn how to build a website with CMS	95	paid	583	7	35	Beginner Level	0.99	3.5	1/23/2017	web_development	55385
1057040	Teeter-Totter Accounting	90	Paid	0	0	12	Intermediate Level	0.36	1	2/8/2017	business	0
1057242	Learn How to Set Up an Incubator Hedge Fund - Step-by-Step	200	Paid	1406	71	54	Intermediate Level	0.88	1.5	1/18/2017	business	281200
1058262	Major Scales and Modes for Chromatic Harmonica	20	paid	6	1	14	All Levels	0.47	1.5	4/10/2017	music	120
1058530	"How to Get Growing, Passive Income from the Fortune 500!"	25	Paid	4	0	12	All Levels	0.97	1	1/19/2017	business	100
1058852	Learn to trade using technical analysis	50	Paid	0	0	6	All Levels	0.96	0.53	5/2/2017	business	0
105972	Foundation of Options Trading and Investing	20	Paid	6374	21	14	Beginner Level	0.3	1	10/16/2013	business	127480
106156	"Create, Update and Manage Your Own Website Using Drupal 7"	120	paid	2837	68	49	All Levels	0.14	7	10/16/2013	web_development	340440
106178	Become a Heroku Rails Ninja: Expert Level Deployment Tools	50	paid	7090	52	30	All Levels	0.78	8.5	2/15/2014	web_development	354500
1062048	Mastering Photoshop CC 2017 - The Art of Design & Technology	20	paid	3721	95	46	All Levels	0.96	6.5	2/4/2017	graphics_design	74420
1062092	Emini ES Futures - Advanced Non Directional Options Trading	200	Paid	1057	15	14	All Levels	0.4	1.5	1/11/2017	business	211400
1062144	Aprende a invertir sin capital	130	Paid	649	37	29	All Levels	0.27	1.5	5/1/2017	business	84370
1062686	Complete RESPONSIVE Website Design with HTML5 & CSS3	20	paid	2204	6	97	All Levels	0.93	9	2/3/2017	web_development	44080
1063430	How to Build WordPress Themes: A Web Designer's Guide	165	paid	183	30	47	Beginner Level	1	5.5	3/31/2017	web_development	30195
106358	Learn To Play Guitar Complete Beginners Quick Start	20	paid	75	0	11	Beginner Level	0.11	1	10/16/2013	music	1500
1063722	Learn Python Django - A Hands-On Course	50	paid	1339	21	18	Beginner Level	0.78	2	1/18/2017	web_development	66950
1064104	"Laravel, the complete guide with real world projects"	200	paid	676	119	125	All Levels	0.96	14	2/3/2017	web_development	135200
1064904	Evolution and Features of ETFs	100	Paid	0	0	10	All Levels	0.95	0.72	4/3/2017	business	0
1065198	GUITAR #1: Beginner Basics and Beyond	20	paid	111	12	64	Beginner Level	0.18	3	3/1/2017	music	2220
1065250	Up and Running with jQuery	0	free	3324	138	19	Beginner Level	0.2	5	2/3/2017	web_development	0
1067516	Vector Logo Design in Affinity Designer	150	paid	1789	102	57	All Levels	0.2	3	2/7/2017	graphics_design	268350
1068590	Wordpress Website Mastery 2017	0	free	5181	64	22	Beginner Level	0.37	2.5	1/18/2017	web_development	0
1068664	Create a Majestic Bear on Adobe Illustrator	55	paid	3	0	10	Intermediate Level	0.94	1	5/2/2017	graphics_design	165
1068902	Learn How To Design a Logo in Adobe Illustrator in 30 Mins	50	paid	1270	53	14	Beginner Level	0.97	0.5	1/16/2017	graphics_design	63500
1068986	How To Profit From Stock Market Volatility	0	Free	1736	36	11	Intermediate Level	0.53	0.6	1/23/2017	business	0
1069866	High-Frequency Trading & Dark Pools	40	Paid	19	11	22	All Levels	0.88	2	4/18/2017	business	760
1070886	Python Algo Trading: FX Trading with Oanda	200	Paid	453	42	33	All Levels	0.91	3	3/14/2017	business	90600
1070968	Ultimate Investment Banking Course	200	Paid	2147	23	51	Expert Level	0.76	1.5	1/18/2017	business	429400
1070976	"Complete E-Commerce Course - Java,Spring,Hibernate and MySQL"	195	paid	1371	165	83	All Levels	0.12	20	1/16/2017	web_development	267345
1071060	Django by Example	125	paid	170	21	78	All Levels	1	9	1/13/2017	web_development	21250
1072156	Binary Beginners Mastery Strategy.	0	Free	927	8	14	Beginner Level	0.88	1	5/2/2017	business	0
1072220	Reach Your Personal Financial Goals the Easy Way (2017 UK)	95	Paid	2	0	59	All Levels	0.97	4.5	5/22/2017	business	190
1072248	The All-In-One Web Development Course	85	paid	538	13	113	Beginner Level	0.75	18.5	4/27/2017	web_development	45730
1073430	Xero Bookkeeping Course & Certification by Accounting Firm	20	Paid	7	3	15	All Levels	0.96	2	2/13/2017	business	140
1073793	Start Writing JavaScript Today - Beginner JavaScript Course	100	paid	9067	41	27	All Levels	0.89	3	3/8/2017	web_development	906700
1075366	Adobe InDesign CC 2017 Quick Start	35	paid	2	0	29	All Levels	0.8	2.5	4/17/2017	graphics_design	70
1075570	Perfect React JS Course - Understand Relevant Details	200	paid	653	20	25	Beginner Level	0.81	1	1/17/2017	web_development	130600
1075662	Learning Docker and Kubernetes by Lab	30	paid	586	54	56	Beginner Level	0.11	5	2/13/2017	web_development	17580
1075808	JSON Crash Course for Beginners	45	paid	3323	90	7	Beginner Level	0.88	0.63	1/17/2017	web_development	149535
1076222	The most popular techniques in Photoshop	20	paid	1753	18	15	Beginner Level	0.15	1	2/21/2017	graphics_design	35060
1076244	Practical Guitar Theory: Level 1	60	paid	14	3	41	Intermediate Level	0.16	1.5	5/1/2017	music	840
1076424	The Ultimate Guide to the Best WordPress Plugins Part 1	50	paid	122	10	116	Beginner Level	0.89	10.5	2/16/2017	web_development	6100
1076920	Stock Market investment: Practical Accounting	125	Paid	1120	6	43	Beginner Level	0.47	3	1/23/2017	business	140000
1077836	Ecover Mastery in 30 Minutes with NO photoshop skills needed	20	paid	1	0	10	Beginner Level	0.95	0.63	1/23/2017	graphics_design	20
1078208	Spring Boot Tutorial For Beginners	40	paid	2578	210	39	Beginner Level	0.18	5.5	1/23/2017	web_development	103120
1078254	Tally ERP Complete Training in Urdu / Hindi	30	Paid	5	2	51	Intermediate Level	0.97	5	2/2/2017	business	150
1078520	"Internal Controls - Design, Implementation and Monitoring"	195	Paid	62	6	27	Expert Level	0.28	6.5	3/20/2017	business	12090
1078522	React JS and Redux - Mastering Web Apps	60	paid	16829	820	77	All Levels	0.76	5	1/19/2017	web_development	1009740
1079040	Leaps Options Trading System - Diagonal Leaps Options Spread	200	Paid	993	19	16	Beginner Level	0.89	1	1/19/2017	business	198600
1079078	Drupal 8 Site Building	0	free	1942	23	48	Beginner Level	0.24	4.5	5/2/2017	web_development	0
1079370	Sublime Text for Rapid Web Development	20	paid	2104	69	14	Beginner Level	0.99	1	1/19/2017	web_development	42080
1079624	HTML and CSS for Absolute Beginners	0	free	4410	52	26	Beginner Level	0.89	3	1/20/2017	web_development	0
1080466	Curso Completo de Bitcoin - Ganhe 0.00005 Bitcoin	30	Paid	394	109	73	Intermediate Level	0.35	5.5	2/6/2017	business	11820
1080584	Adobe Photoshop CC for Photographers Advanced	30	paid	1	0	43	All Levels	0.11	2.5	1/19/2017	graphics_design	30
1082352	Trading Basics in 30 minutes	50	Paid	1	0	6	All Levels	0.97	0.53	2/26/2017	business	50
1082996	Pimcore Developer: Implement a Blog from a Bootstrap Theme	95	paid	1212	15	39	Beginner Level	0.94	4.5	1/24/2017	web_development	115140
1083744	How to Invest Using ETFs from Former Wall Street Trader	200	Paid	0	0	10	All Levels	0.95	2	2/15/2017	business	0
108384	How to Make a Custom Graphic	20	paid	87	8	8	Expert Level	0.98	1	10/24/2013	graphics_design	1740
1084454	CFA Level 2- Quantitative Methods	40	Paid	0	0	35	All Levels	0.18	5.5	7/2/2017	business	0
1084642	Chart Patterns Trading Demystified	200	Paid	1023	8	29	All Levels	0.89	2.5	2/8/2017	business	204600
1084894	Chrome Extensions : Develop 5 chrome extensions from scratch	0	free	3655	85	44	Beginner Level	0.94	2	3/30/2017	web_development	0
1085064	Let's JavaScript! Code a calculator	35	paid	380	10	30	Beginner Level	0.88	2	2/23/2017	web_development	13300
1085580	"RSI, Options Trading & Technical Analysis (3 Course Bundle)"	200	Paid	1047	9	46	All Levels	0.97	3.5	1/26/2017	business	209400
1085646	How to Doodle: Basics and Lettering	185	paid	2358	28	12	Beginner Level	0.18	1	2/21/2017	graphics_design	436230
1086834	How To Make A Wordpress Website 2017 | Divi Theme Tutorial	40	paid	3541	202	37	Beginner Level	0.94	4	1/26/2017	web_development	141640
1087244	Foundation Skills on Adobe Illustrator: Learn Fast!	50	paid	2489	39	16	All Levels	0.88	2	3/1/2017	graphics_design	124450
1087466	Stop Creditors from Harassing you and Avoid Bankruptcy	20	Paid	0	0	7	All Levels	0.15	0.62	2/2/2017	business	0
1088102	The Psychology of Trading	20	Paid	95	3	20	All Levels	0.96	1	2/2/2017	business	1900
1088178	How To Design A WordPress Website With No Coding At All	25	paid	306	3	42	All Levels	0.15	3.5	3/10/2017	web_development	7650
1088656	Quantitative Trading Analysis with Python	50	Paid	256	17	49	Intermediate Level	0.78	5.5	1/27/2017	business	12800
1088924	Mastering Photoshop Elements 15 Made Easy Training Tutorial	30	paid	13	4	185	Beginner Level	0.94	6.5	2/3/2017	graphics_design	390
1089062	Add realistic car paint to your pencil drawing in Photoshop!	25	paid	17	3	8	All Levels	0.89	1	2/2/2017	graphics_design	425
1089610	3 Little Pigs: A Multiple Timeframe Forex Trading Strategy	20	Paid	18	0	6	Beginner Level	0.88	1.5	2/24/2017	business	360
1089652	"Web Application Development using Redis, Express, and Socket"	200	paid	300	16	66	All Levels	0.98	6	2/9/2017	web_development	60000
1089744	How To Make A Wordpress Website 2017 - Divi Theme Tutorial	40	paid	2780	94	29	All Levels	0.92	3	1/26/2017	web_development	111200
1090194	All in one HTML CSS and JQuery	20	paid	3444	35	16	All Levels	0.34	3	1/27/2017	web_development	68880
1090408	Learn How to Trade Binary Options Professionally	0	Free	5144	169	7	All Levels	0.11	1	2/3/2017	business	0
1090788	First Web Application with Spring Boot	40	paid	2865	95	32	Beginner Level	0.8	4	1/27/2017	web_development	114600
1090870	Complete WooCommerce Plugin Tutorial For Wordpress 2017	0	free	7922	183	16	Beginner Level	0.69	1.5	1/27/2017	web_development	0
1091360	How to Draw Majestic Animals: Cats	35	paid	1356	4	11	All Levels	0.95	1	2/23/2017	graphics_design	47460
1092632	The Complete Motion Graphic Course	65	paid	50	6	115	All Levels	0.96	9.5	2/1/2017	graphics_design	3250
1092766	Create Mobile App Design from Scratch in Photoshop	125	paid	1359	7	24	All Levels	0.95	2.5	2/1/2017	graphics_design	169875
1093446	ABC do Adobe Illustrator	35	paid	115	15	56	All Levels	0.98	5.5	2/6/2017	graphics_design	4025
1093608	The Most Comprehensive Web Development Course	200	paid	333	22	353	All Levels	0.34	42	5/1/2017	web_development	66600
1093734	HTML5 and CSS3 for beginners: Create a Website from Scratch	200	paid	9945	101	43	Intermediate Level	0.76	2	2/17/2017	web_development	1989000
1093760	"Photoshop From Scratch to Logos, Digital Drawing & Projects"	20	paid	91	10	21	Beginner Level	0.98	1.5	5/12/2017	graphics_design	1820
1094930	DIY Design Professional Web Banners in Photoshop 4 Beginners	200	paid	6944	30	24	All Levels	0.89	1	2/1/2017	graphics_design	1388800
1094964	Build Your Own Backend REST API using Django REST Framework	50	paid	2669	112	72	Beginner Level	0.65	5.5	4/27/2017	web_development	133450
1095116	Penny Stocks King: How 2 really Trade Penny Stocks (6 Hours)	200	Paid	1085	17	48	All Levels	0.3	6	2/3/2017	business	217000
1095488	Adobe photoshop The  Flying Land compositing	70	paid	2	0	23	All Levels	0.95	2.5	2/20/2017	graphics_design	140
1095700	Using Xero for your bookkeeping needs do beautiful business	95	Paid	39	6	28	All Levels	0.93	1	2/27/2017	business	3705
109622	Finance - Ratios Analysis & Interpretations	30	Paid	10338	52	41	Beginner Level	0.81	2.5	10/23/2013	business	310140
1097288	Bookkeeping Practicals with Software	35	Paid	1	0	130	Beginner Level	0.97	31.5	2/7/2017	business	35
1097778	ASP.NET MVC 5 Project - Facebook Clone	30	paid	210	19	41	All Levels	0.47	5	2/9/2017	web_development	6300
1098994	Fun Ukulele Strumming Course	45	paid	3141	10	15	Beginner Level	0.11	1	2/2/2017	music	141345
109988	Understand Banks & Financial Markets	30	Paid	1548	24	34	All Levels	0.05	3	12/19/2013	business	46440
1099956	Bootstrap 4 Theme Development Masterclass	150	paid	2641	28	15	Intermediate Level	0.16	0.65	2/24/2017	web_development	396150
1100054	FOREX TRADING - Learn in a quick + profitable way + support	100	Paid	271	48	47	All Levels	0.78	3.5	2/20/2017	business	27100
1100628	Canva: Design and Sell Your Own Professional Canva Designs	200	paid	793	26	52	Beginner Level	0.94	3	3/2/2017	graphics_design	158600
1101204	Security for your WordPress site	85	paid	1096	8	7	All Levels	0.96	0.63	2/9/2017	web_development	93160
